Pick Out,Family,Name (Stat Block),Name (As in Rule Book),AC:,Special,HD:,HD Sort #:,# Atk: ,Damage: ,Mvmt: ,# App: ,Save As: ,Morale: ,Treasure:,XP: ,Source,Quick Stats (Parenthesis),Quick Stats (Colon:),Parenthesis Text only,Colon Text only,Check vs. Rulebook
9,CONSTRUCT,Bronze Golem*,"Golem, Bronze*",20 ‡,1% chance of going beserk each round cumulative. Attackers who are hit take +1d10 fire damage and those who hit it are splashed for 2d6 fire (save vs. death ray to avoid).,20** (+13),20,1 fist + special,3d10 + special,80' (10'),1,F10,12,,"5,650",Rulebook,"Bronze Golem* (AC 20 ‡, HD 20** (+13), #At 1 fist + special, Dam 3d10 + special, Mv 80' (10'), Sv F10, Ml 12)","Bronze Golem*: AC 20 ‡, HD 20** (+13), #At 1 fist + special, Dam 3d10 + special, Mv 80' (10'), Sv F10, Ml 12","Bronze Golem* (AC 20 ‡, HD 20** (+13), #At 1 fist + special, Dam 3d10 + special, Mv 80' (10'), Sv F10, Ml 12)","Bronze Golem*: AC 20 ‡, HD 20** (+13), #At 1 fist + special, Dam 3d10 + special, Mv 80' (10'), Sv F10, Ml 12","Golem, Bronze*: AC 20 ‡, HD 20** (+13), #At 1 fist + special, Dam 3d10 + special, Mv 80' (10'), Sv F10, Ml 12, XP 5,650, #Ap 1"
9,CONSTRUCT,Clay Golem*,"Golem, Clay*",22 ‡,1% chance per round cumulative of going berserk. Damage it inflicts can only be healed magically (1 point per die of healing.),11** (+9),11,1 fist,3d10,20',1,F6,12,,"1,765",Rulebook,"Clay Golem* (AC 22 ‡, HD 11** (+9), #At 1 fist, Dam 3d10, Mv 20', Sv F6, Ml 12)","Clay Golem*: AC 22 ‡, HD 11** (+9), #At 1 fist, Dam 3d10, Mv 20', Sv F6, Ml 12","Clay Golem* (AC 22 ‡, HD 11** (+9), #At 1 fist, Dam 3d10, Mv 20', Sv F6, Ml 12)","Clay Golem*: AC 22 ‡, HD 11** (+9), #At 1 fist, Dam 3d10, Mv 20', Sv F6, Ml 12","Golem, Clay*: AC 22 ‡, HD 11** (+9), #At 1 fist, Dam 3d10, Mv 20', Sv F6, Ml 12, XP 1,765, #Ap 1"
9,CONSTRUCT,Flesh Golem*,"Golem, Flesh*",20 ‡,1% chance per round cumulative of going berserk. Damage it inflicts can only be healed magically (1 point per die of healing.),9** (+8),9,2 fists,2d8/2d8,30',1,F5,12,,"1,225",Rulebook,"Flesh Golem* (AC 20 ‡, HD 9** (+8), #At 2 fists, Dam 2d8/2d8, Mv 30', Sv F5, Ml 12)","Flesh Golem*: AC 20 ‡, HD 9** (+8), #At 2 fists, Dam 2d8/2d8, Mv 30', Sv F5, Ml 12","Flesh Golem* (AC 20 ‡, HD 9** (+8), #At 2 fists, Dam 2d8/2d8, Mv 30', Sv F5, Ml 12)","Flesh Golem*: AC 20 ‡, HD 9** (+8), #At 2 fists, Dam 2d8/2d8, Mv 30', Sv F5, Ml 12","Golem, Flesh*: AC 20 ‡, HD 9** (+8), #At 2 fists, Dam 2d8/2d8, Mv 30', Sv F5, Ml 12, XP 1,225, #Ap 1"
9,CONSTRUCT,Iron Golem*,"Golem, Iron*",25 ‡,Up to 3 times per day can emit poison gas 10' cube (save versus dragon breath or die.) Electricity slows 3 rounds and fire removes slow and heals 1 point per 3 points of damage it is rated for.,17** (+12),17,1 + special,4d10 + special,20' (10'),1,F9,12,,"3,890",Rulebook,"Iron Golem* (AC 25 ‡, HD 17** (+12), #At 1 + special, Dam 4d10 + special, Mv 20' (10'), Sv F9, Ml 12)","Iron Golem*: AC 25 ‡, HD 17** (+12), #At 1 + special, Dam 4d10 + special, Mv 20' (10'), Sv F9, Ml 12","Iron Golem* (AC 25 ‡, HD 17** (+12), #At 1 + special, Dam 4d10 + special, Mv 20' (10'), Sv F9, Ml 12)","Iron Golem*: AC 25 ‡, HD 17** (+12), #At 1 + special, Dam 4d10 + special, Mv 20' (10'), Sv F9, Ml 12","Golem, Iron*: AC 25 ‡, HD 17** (+12), #At 1 + special, Dam 4d10 + special, Mv 20' (10'), Sv F9, Ml 12, XP 3,890, #Ap 1"
9,CONSTRUCT,Stone Golem*,"Golem, Stone*",25 ‡,Can use slow once every other round for 10' range and 2d6 duration if affected. Stone to flesh spells make them vulnerable to normal weapons for 1 round after being affected if they fail a save vs. Spells.,14** (+11),14,1 + special,3d8 + special,20' (10'),1,F7,12,,"2,730",Rulebook,"Stone Golem* (AC 25 ‡, HD 14** (+11), #At 1 + special, Dam 3d8 + special, Mv 20' (10'), Sv F7, Ml 12)","Stone Golem*: AC 25 ‡, HD 14** (+11), #At 1 + special, Dam 3d8 + special, Mv 20' (10'), Sv F7, Ml 12","Stone Golem* (AC 25 ‡, HD 14** (+11), #At 1 + special, Dam 3d8 + special, Mv 20' (10'), Sv F7, Ml 12)","Stone Golem*: AC 25 ‡, HD 14** (+11), #At 1 + special, Dam 3d8 + special, Mv 20' (10'), Sv F7, Ml 12","Golem, Stone*: AC 25 ‡, HD 14** (+11), #At 1 + special, Dam 3d8 + special, Mv 20' (10'), Sv F7, Ml 12, XP 2,730, #Ap 1"
9,CONSTRUCT,Wood Golem*,"Golem, Wood*",13 ‡,Take +1 point damage per die and -2 to saves versus fire; suffer a -1 to initiative.,2+2*,2,1 fist,1d8,40',1,F1,12,,100,Rulebook,"Wood Golem* (AC 13 ‡, HD 2+2*, #At 1 fist, Dam 1d8, Mv 40', Sv F1, Ml 12)","Wood Golem*: AC 13 ‡, HD 2+2*, #At 1 fist, Dam 1d8, Mv 40', Sv F1, Ml 12","Wood Golem* (AC 13 ‡, HD 2+2*, #At 1 fist, Dam 1d8, Mv 40', Sv F1, Ml 12)","Wood Golem*: AC 13 ‡, HD 2+2*, #At 1 fist, Dam 1d8, Mv 40', Sv F1, Ml 12","Golem, Wood*: AC 13 ‡, HD 2+2*, #At 1 fist, Dam 1d8, Mv 40', Sv F1, Ml 12, XP 100, #Ap 1"
9,FANTASTIC,Gorgon,Gorgon,19,,8*,8,1 gore or 1 breath,2d6 or petrification,40' (10'),Wild 1d4,F8,8,,945,Rulebook,"Gorgon (AC 19, HD 8*, #At 1 gore or 1 breath, Dam 2d6 or petrification, Mv 40' (10'), Sv F8, Ml 8)","Gorgon: AC 19, HD 8*, #At 1 gore or 1 breath, Dam 2d6 or petrification, Mv 40' (10'), Sv F8, Ml 8","Gorgon (AC 19, HD 8*, #At 1 gore or 1 breath, Dam 2d6 or petrification, Mv 40' (10'), Sv F8, Ml 8)","Gorgon: AC 19, HD 8*, #At 1 gore or 1 breath, Dam 2d6 or petrification, Mv 40' (10'), Sv F8, Ml 8","Gorgon: AC 19, HD 8*, #At 1 gore or 1 breath, Dam 2d6 or petrification, Mv 40' (10'), Sv F8, Ml 8, XP 945, #Ap Wild 1d4"
9,SIMPLE LIFE,Gray Ooze,Gray Ooze,12,,3*,3,1,2d8,1',1,F3,12,,175,Rulebook,"Gray Ooze (AC 12, HD 3*, #At 1, Dam 2d8, Mv 1', Sv F3, Ml 12)","Gray Ooze: AC 12, HD 3*, #At 1, Dam 2d8, Mv 1', Sv F3, Ml 12","Gray Ooze (AC 12, HD 3*, #At 1, Dam 2d8, Mv 1', Sv F3, Ml 12)","Gray Ooze: AC 12, HD 3*, #At 1, Dam 2d8, Mv 1', Sv F3, Ml 12","Gray Ooze: AC 12, HD 3*, #At 1, Dam 2d8, Mv 1', Sv F3, Ml 12, XP 175, #Ap 1"
9,SIMPLE LIFE,Green Slime*,Green Slime*,can always be hit,Turns victims to  slime in 6+1d4 rounds.,2**,2,1,special,1',1,F2,12,,125,Rulebook,"Green Slime* (AC can always be hit, HD 2**, #At 1, Dam special, Mv 1', Sv F2, Ml 12)","Green Slime*: AC can always be hit, HD 2**, #At 1, Dam special, Mv 1', Sv F2, Ml 12","Green Slime* (AC can always be hit, HD 2**, #At 1, Dam special, Mv 1', Sv F2, Ml 12)","Green Slime*: AC can always be hit, HD 2**, #At 1, Dam special, Mv 1', Sv F2, Ml 12","Green Slime*: AC can always be hit, HD 2**, #At 1, Dam special, Mv 1', Sv F2, Ml 12, XP 125, #Ap 1"
9,CHIMERA,Griffon,Griffon,18,,7,7,2 claws/1 bite,1d4/1d4/2d8,40' (10') Fly 120' (10'),Wild/Lair 2d8,F7,8,E,670,Rulebook,"Griffon (AC 18, HD 7, #At 2 claws/1 bite, Dam 1d4/1d4/2d8, Mv 40' (10') Fly 120' (10'), Sv F7, Ml 8)","Griffon: AC 18, HD 7, #At 2 claws/1 bite, Dam 1d4/1d4/2d8, Mv 40' (10') Fly 120' (10'), Sv F7, Ml 8","Griffon (AC 18, HD 7, #At 2 claws/1 bite, Dam 1d4/1d4/2d8, Mv 40' (10') Fly 120' (10'), Sv F7, Ml 8)","Griffon: AC 18, HD 7, #At 2 claws/1 bite, Dam 1d4/1d4/2d8, Mv 40' (10') Fly 120' (10'), Sv F7, Ml 8","Griffon: AC 18, HD 7, #At 2 claws/1 bite, Dam 1d4/1d4/2d8, Mv 40' (10') Fly 120' (10'), Sv F7, Ml 8, XP 670, #Ap Wild/Lair 2d8"
9,PLANT,Hangman Tree,Hangman Tree,16,,5,5,4 limbs plus strangle,1d6,0,Wild 1,F4,12,,360,Rulebook,"Hangman Tree (AC 16, HD 5, #At 4 limbs plus strangle, Dam 1d6, Mv 0, Sv F4, Ml 12)","Hangman Tree: AC 16, HD 5, #At 4 limbs plus strangle, Dam 1d6, Mv 0, Sv F4, Ml 12","Hangman Tree (AC 16, HD 5, #At 4 limbs plus strangle, Dam 1d6, Mv 0, Sv F4, Ml 12)","Hangman Tree: AC 16, HD 5, #At 4 limbs plus strangle, Dam 1d6, Mv 0, Sv F4, Ml 12","Hangman Tree: AC 16, HD 5, #At 4 limbs plus strangle, Dam 1d6, Mv 0, Sv F4, Ml 12, XP 360, #Ap Wild 1"
9,HUMANOID,Harpy,Harpy,13,,2*,2,2 claws/1 weapon + special,1d4/1d4/1d6 or by weapon + special,20' Fly 50' (10'),1d6 Wild/Lair 2d4,F2,7,C,100,Rulebook,"Harpy (AC 13, HD 2*, #At 2 claws/1 weapon + special, Dam 1d4/1d4/1d6 or by weapon + special, Mv 20' Fly 50' (10'), Sv F2, Ml 7)","Harpy: AC 13, HD 2*, #At 2 claws/1 weapon + special, Dam 1d4/1d4/1d6 or by weapon + special, Mv 20' Fly 50' (10'), Sv F2, Ml 7","Harpy (AC 13, HD 2*, #At 2 claws/1 weapon + special, Dam 1d4/1d4/1d6 or by weapon + special, Mv 20' Fly 50' (10'), Sv F2, Ml 7)","Harpy: AC 13, HD 2*, #At 2 claws/1 weapon + special, Dam 1d4/1d4/1d6 or by weapon + special, Mv 20' Fly 50' (10'), Sv F2, Ml 7","Harpy: AC 13, HD 2*, #At 2 claws/1 weapon + special, Dam 1d4/1d4/1d6 or by weapon + special, Mv 20' Fly 50' (10'), Sv F2, Ml 7, XP 100, #Ap 1d6 Wild/Lair 2d4"
9,BIRD,Giant Hawk,"Hawk, Giant",14,,4,4,1,1d6,Fly 150' (10'),Wild/Lair 1d3,F4,8,,240,Rulebook,"Giant Hawk (AC 14, HD 4, #At 1, Dam 1d6, Mv Fly 150' (10'), Sv F4, Ml 8)","Giant Hawk: AC 14, HD 4, #At 1, Dam 1d6, Mv Fly 150' (10'), Sv F4, Ml 8","Giant Hawk (AC 14, HD 4, #At 1, Dam 1d6, Mv Fly 150' (10'), Sv F4, Ml 8)","Giant Hawk: AC 14, HD 4, #At 1, Dam 1d6, Mv Fly 150' (10'), Sv F4, Ml 8","Hawk, Giant: AC 14, HD 4, #At 1, Dam 1d6, Mv Fly 150' (10'), Sv F4, Ml 8, XP 240, #Ap Wild/Lair 1d3"
9,BIRD,Hawk,"Hawk, Normal",12,,1d4 HP,0,1,1d2,Fly 160',Wild/Lair 1d6 ,F1,7,None ,10 ,Rulebook,"Hawk (AC 12, HD 1d4 HP, #At 1, Dam 1d2, Mv Fly 160', Sv F1, Ml 7)","Hawk: AC 12, HD 1d4 HP, #At 1, Dam 1d2, Mv Fly 160', Sv F1, Ml 7","Hawk (AC 12, HD 1d4 HP, #At 1, Dam 1d2, Mv Fly 160', Sv F1, Ml 7)","Hawk: AC 12, HD 1d4 HP, #At 1, Dam 1d2, Mv Fly 160', Sv F1, Ml 7","Hawk, Normal: AC 12, HD 1d4 HP, #At 1, Dam 1d2, Mv Fly 160', Sv F1, Ml 7, XP 10 , #Ap Wild/Lair 1d6 "
9,CANINE,Hell Hound,Hell Hound,14,,3**,3,1 bite or 1 breath,1d6 or 3d6,40',2d4 Wild/Lair 2d4,F3,9,C,205,Rulebook,"Hell Hound (AC 14, HD 3**, #At 1 bite or 1 breath, Dam 1d6 or 3d6, Mv 40', Sv F3, Ml 9)","Hell Hound: AC 14, HD 3**, #At 1 bite or 1 breath, Dam 1d6 or 3d6, Mv 40', Sv F3, Ml 9","Hell Hound (AC 14, HD 3**, #At 1 bite or 1 breath, Dam 1d6 or 3d6, Mv 40', Sv F3, Ml 9)","Hell Hound: AC 14, HD 3**, #At 1 bite or 1 breath, Dam 1d6 or 3d6, Mv 40', Sv F3, Ml 9","Hell Hound: AC 14, HD 3**, #At 1 bite or 1 breath, Dam 1d6 or 3d6, Mv 40', Sv F3, Ml 9, XP 205, #Ap 2d4 Wild/Lair 2d4"
9,CANINE,Hell Hound,Hell Hound,15,,4**,4,1 bite or 1 breath,1d6 or 4d6,40',2d4 Wild/Lair 2d4,F4,9,C,320,Rulebook,"Hell Hound (AC 15, HD 4**, #At 1 bite or 1 breath, Dam 1d6 or 4d6, Mv 40', Sv F4, Ml 9)","Hell Hound: AC 15, HD 4**, #At 1 bite or 1 breath, Dam 1d6 or 4d6, Mv 40', Sv F4, Ml 9","Hell Hound (AC 15, HD 4**, #At 1 bite or 1 breath, Dam 1d6 or 4d6, Mv 40', Sv F4, Ml 9)","Hell Hound: AC 15, HD 4**, #At 1 bite or 1 breath, Dam 1d6 or 4d6, Mv 40', Sv F4, Ml 9","Hell Hound: AC 15, HD 4**, #At 1 bite or 1 breath, Dam 1d6 or 4d6, Mv 40', Sv F4, Ml 9, XP 320, #Ap 2d4 Wild/Lair 2d4"
9,CANINE,Hell Hound,Hell Hound,16,,5**,5,1 bite or 1 breath,1d6 or 5d6,40',2d4 Wild/Lair 2d4,F5,9,C,450,Rulebook,"Hell Hound (AC 16, HD 5**, #At 1 bite or 1 breath, Dam 1d6 or 5d6, Mv 40', Sv F5, Ml 9)","Hell Hound: AC 16, HD 5**, #At 1 bite or 1 breath, Dam 1d6 or 5d6, Mv 40', Sv F5, Ml 9","Hell Hound (AC 16, HD 5**, #At 1 bite or 1 breath, Dam 1d6 or 5d6, Mv 40', Sv F5, Ml 9)","Hell Hound: AC 16, HD 5**, #At 1 bite or 1 breath, Dam 1d6 or 5d6, Mv 40', Sv F5, Ml 9","Hell Hound: AC 16, HD 5**, #At 1 bite or 1 breath, Dam 1d6 or 5d6, Mv 40', Sv F5, Ml 9, XP 450, #Ap 2d4 Wild/Lair 2d4"
9,CANINE,Hell Hound,Hell Hound,17,,6**,6,1 bite or 1 breath,1d6 or 6d6,40',2d4 Wild/Lair 2d4,F6,9,C,610,Rulebook,"Hell Hound (AC 17, HD 6**, #At 1 bite or 1 breath, Dam 1d6 or 6d6, Mv 40', Sv F6, Ml 9)","Hell Hound: AC 17, HD 6**, #At 1 bite or 1 breath, Dam 1d6 or 6d6, Mv 40', Sv F6, Ml 9","Hell Hound (AC 17, HD 6**, #At 1 bite or 1 breath, Dam 1d6 or 6d6, Mv 40', Sv F6, Ml 9)","Hell Hound: AC 17, HD 6**, #At 1 bite or 1 breath, Dam 1d6 or 6d6, Mv 40', Sv F6, Ml 9","Hell Hound: AC 17, HD 6**, #At 1 bite or 1 breath, Dam 1d6 or 6d6, Mv 40', Sv F6, Ml 9, XP 610, #Ap 2d4 Wild/Lair 2d4"
9,CANINE,Hell Hound,Hell Hound,18,,7**,7,1 bite or 1 breath,1d6 or 7d6,40',2d4 Wild/Lair 2d4,F7,9,C,800,Rulebook,"Hell Hound (AC 18, HD 7**, #At 1 bite or 1 breath, Dam 1d6 or 7d6, Mv 40', Sv F7, Ml 9)","Hell Hound: AC 18, HD 7**, #At 1 bite or 1 breath, Dam 1d6 or 7d6, Mv 40', Sv F7, Ml 9","Hell Hound (AC 18, HD 7**, #At 1 bite or 1 breath, Dam 1d6 or 7d6, Mv 40', Sv F7, Ml 9)","Hell Hound: AC 18, HD 7**, #At 1 bite or 1 breath, Dam 1d6 or 7d6, Mv 40', Sv F7, Ml 9","Hell Hound: AC 18, HD 7**, #At 1 bite or 1 breath, Dam 1d6 or 7d6, Mv 40', Sv F7, Ml 9, XP 800, #Ap 2d4 Wild/Lair 2d4"
9,CANINE,Hell Hound,Hell Hound,14 to 18,,3** to 7**,03** to 7**,1 bite or 1 breath,1d6 or 1d6 per Hit Die,40',2d4 Wild/Lair 2d4,F3 to 7 (as Hit Dice),9,C,205 - 800,Rulebook,"Hell Hound (AC 14 to 18, HD 3** to 7**, #At 1 bite or 1 breath, Dam 1d6 or 1d6 per Hit Die, Mv 40', Sv F3 to 7 (as Hit Dice), Ml 9)","Hell Hound: AC 14 to 18, HD 3** to 7**, #At 1 bite or 1 breath, Dam 1d6 or 1d6 per Hit Die, Mv 40', Sv F3 to 7 (as Hit Dice), Ml 9","Hell Hound (AC 14 to 18, HD 3** to 7**, #At 1 bite or 1 breath, Dam 1d6 or 1d6 per Hit Die, Mv 40', Sv F3 to 7 (as Hit Dice), Ml 9)","Hell Hound: AC 14 to 18, HD 3** to 7**, #At 1 bite or 1 breath, Dam 1d6 or 1d6 per Hit Die, Mv 40', Sv F3 to 7 (as Hit Dice), Ml 9","Hell Hound: AC 14 to 18, HD 3** to 7**, #At 1 bite or 1 breath, Dam 1d6 or 1d6 per Hit Die, Mv 40', Sv F3 to 7 (as Hit Dice), Ml 9, XP 205 - 800, #Ap 2d4 Wild/Lair 2d4"
9,CHIMERA,Hippogriff,Hippogriff,15,,3,3,2 claws/1 bite,1d6/1d6/1d10,60' (10') Fly 120' (10'),Wild 2d8,F3,8,,145,Rulebook,"Hippogriff (AC 15, HD 3, #At 2 claws/1 bite, Dam 1d6/1d6/1d10, Mv 60' (10') Fly 120' (10'), Sv F3, Ml 8)","Hippogriff: AC 15, HD 3, #At 2 claws/1 bite, Dam 1d6/1d6/1d10, Mv 60' (10') Fly 120' (10'), Sv F3, Ml 8","Hippogriff (AC 15, HD 3, #At 2 claws/1 bite, Dam 1d6/1d6/1d10, Mv 60' (10') Fly 120' (10'), Sv F3, Ml 8)","Hippogriff: AC 15, HD 3, #At 2 claws/1 bite, Dam 1d6/1d6/1d10, Mv 60' (10') Fly 120' (10'), Sv F3, Ml 8","Hippogriff: AC 15, HD 3, #At 2 claws/1 bite, Dam 1d6/1d6/1d10, Mv 60' (10') Fly 120' (10'), Sv F3, Ml 8, XP 145, #Ap Wild 2d8"
9,HUMANOID,Hobgoblin,Hobgoblin,14 (11),,1,1,1 weapon,1d8 or by weapon,30' Unarmored 40',1d6 Wild 1d6 Lair 4d6,F1,8,"Q, R each; D, K in lair",25,Rulebook,"Hobgoblin (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Hobgoblin: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Hobgoblin (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Hobgoblin: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Hobgoblin: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8, XP 25, #Ap 1d6 Wild 1d6 Lair 4d6"
9,HUMANOID,Hobgoblin armored,Hobgoblin,14,,1,1,1 weapon,1d8 or by weapon,30',1d6 Wild 1d6 Lair 4d6,F1,8,See Hobgoblin,25,Rulebook,"Hobgoblin armored (AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8)","Hobgoblin armored: AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8","Hobgoblin armored (AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8)","Hobgoblin armored: AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8","Hobgoblin: AC 14, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F1, Ml 8, XP 25, #Ap 1d6 Wild 1d6 Lair 4d6"
9,HUMANOID,Hobgoblin Shaman,Hobgoblin,14 (11),1 HD but 1d6+1 levels of Cleric ability,1,1,1 weapon,1d8 or by weapon,30' Unarmored 40',1-2 in 6 (1-3 if king) chance of 1 per lair,F1,8,See Hobgoblin,"50, 55, 65, 70, 80, 90",Rulebook,"Hobgoblin Shaman (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Hobgoblin Shaman: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Hobgoblin Shaman (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Hobgoblin Shaman: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Hobgoblin: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8, XP 50, 55, 65, 70, 80, 90, #Ap 1-2 in 6 (1-3 if king) chance of 1 per lair"
9,HUMANOID,Hobgoblin unarmored,Hobgoblin,11,,1,1,1 weapon,1d8 or by weapon,40',1d6 Wild 1d6 Lair 4d6,F1,8,See Hobgoblin,25,Rulebook,"Hobgoblin unarmored (AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8)","Hobgoblin unarmored: AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8","Hobgoblin unarmored (AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8)","Hobgoblin unarmored: AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8","Hobgoblin: AC 11, HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F1, Ml 8, XP 25, #Ap 1d6 Wild 1d6 Lair 4d6"
9,HUMANOID,Hobgoblin Warlock or Witch,Hobgoblin,14 (11),1 HD but with 1d6 levels of Magic-User ability,1,1,1 weapon,1d8 or by weapon,30' Unarmored 40',1 in 6 chance of 1 per lair,F1,8,See Hobgoblin,"37, 50, 55, 65, 70, 80",Rulebook,"Hobgoblin Warlock or Witch (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Hobgoblin Warlock or Witch: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Hobgoblin Warlock or Witch (AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8)","Hobgoblin Warlock or Witch: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8","Hobgoblin: AC 14 (11), HD 1, #At 1 weapon, Dam 1d8 or by weapon, Mv 30' Unarmored 40', Sv F1, Ml 8, XP 37, 50, 55, 65, 70, 80, #Ap 1 in 6 chance of 1 per lair"
9,HUMANOID,Hobgoblin Warrior armored,Hobgoblin,14,,3,3,1 weapon,1d8 or by weapon,30',1 in 6,F3,9,See Hobgoblin,145,"Hobgoblin Warrior armored (AC 14, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F3, Ml 9)","Hobgoblin Warrior armored (AC 14, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F3, Ml 9)","Hobgoblin Warrior armored: AC 14, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F3, Ml 9","Hobgoblin Warrior armored (AC 14, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F3, Ml 9)","Hobgoblin Warrior armored: AC 14, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F3, Ml 9","Hobgoblin: AC 14, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 30', Sv F3, Ml 9, XP 145, #Ap 1 in 6"
9,HUMANOID,Hobgoblin Warrior unarmored,Hobgoblin,11,,3,3,1 weapon,1d8 or by weapon,40',1 in 6,F3,9,See Hobgoblin,145,"Hobgoblin Warrior unarmored (AC 11, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F3, Ml 9)","Hobgoblin Warrior unarmored (AC 11, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F3, Ml 9)","Hobgoblin Warrior unarmored: AC 11, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F3, Ml 9","Hobgoblin Warrior unarmored (AC 11, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F3, Ml 9)","Hobgoblin Warrior unarmored: AC 11, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F3, Ml 9","Hobgoblin: AC 11, HD 3, #At 1 weapon, Dam 1d8 or by weapon, Mv 40', Sv F3, Ml 9, XP 145, #Ap 1 in 6"
9,HUMANOID,Hobgoblin Chief armored,Hobgoblin,15,,5,5,1 weapon,1d8+1 or by weapon+1 (strength),20',1 in 12,F5,9,See Hobgoblin,360,"Hobgoblin Chief armored (AC 15, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F5, Ml 9)","Hobgoblin Chief armored (AC 15, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F5, Ml 9)","Hobgoblin Chief armored: AC 15, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F5, Ml 9","Hobgoblin Chief armored (AC 15, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F5, Ml 9)","Hobgoblin Chief armored: AC 15, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F5, Ml 9","Hobgoblin: AC 15, HD 5, #At 1 weapon, Dam 1d8+1 or by weapon+1 (strength), Mv 20', Sv F5, Ml 9, XP 360, #Ap 1 in 12"
